"albumid","album"
1471,inventorythirteen
1472,home
1473,heaven's just a step away
1474,åèthe night club
1475,nausea
1476,in this country
1477,i've been loving you too long
1478,ellie my love
1479,hurricane relief
1480,look into my eyes
1482,too soon
1483,dreamlover
1484,didn't have the heart (promo single);
1485,beverly hills 90210 soundtrack
1486,for you i will
1487,skogens rå
1488,mysterious
1489,yazawa
1490,girl fryday
1491,tick tock
1492,praise
1493,tsunami
1494,you need me (ti sento);
1495,romantist taste
1496,bound for the promised land
1497,wild thing
1499,peace
1500,get out of my mind
1501,alone
1502,heart's on fire
1503,money can't buy you love
1504,we are the champ
1505,paradise city
1506,give me one reasonsingle);
1508,silent star
1509,the magic of healing music - pitta - calming
1510,forest walk
1511,we want miles
1513,quiet water
1514,live at fillmore east
1515,wondering & calling
1516,contemplation
1517,at his mighty best
1518,sweet little eighteen hits
1519,tubular bells
1520,the fat man sings
1521,rekiretki
1522,"20 golden memories"
1524,dusty road2 - boom boom (pizzazz - import);
1525,sings classic soul
1527,gold collection
1529,blowin' incity
1530,the essential simon & garfunkel
1531,dis moi josephine
1533,los 100 mejores temas
1535,sonny boy williamson - american blues legend
1536,the very best of astrud gilberto
1537,irresistible
1538,omniprésence
1539,night in tunisia
1540,american english
1541,chromangelica
1542,orginal kokomo blues 1934-38
1543,the collection (object enterprises);
1544,jazz ballads 9
1545,jours de fête
1546,der cthulhu mythos
1547,the jazz sounds of arthur lyman
1548,hard times
1549,queen in waiting
1550,the industrial
1551,"101 power thoughts"
1552,soul on ice - demo
1553,timeless in blues
1554,le monde en fête
1556,on dance sur ma chanson
1557,loneliness and temptation a heart full of song
1558,salsa - mambo - latino
1559,"2 great concertos"
1560,jojo
1561,meu cd
1562,lonesome dog blues
1564,straight up
1565,live at peabody's
1566,the very best of puffyãamiyumi jet feverã
1567,do you like pigmeat
1568,bossa disney nova
1569,psyar2 original sound track plus
1571,letras brasileiras ao vivo
1572,ography (the complete singles collection);
1573,b'z super best2
1574,cyrus chestnut
1575,on top of the world
1576,the greatest hits cool down
1577,huge tuneage - 6
1578,hercules hits
1579,dizzy gillespie
1580,godzilla christmassingle);
1582,"another day,another night"
1583,emanon
1584,la ballade irlandaise
1585,sailing to philadelphia 2
1586,cds
1587,p.e. 2000(single);
1588,motel
1589,will you still love me (single);
1590,the first time cd-single
1592,high
1593,brown sugar single
1594,more than words
1595,style(single);
1596,adventure
1597,men
1598,don't leave me
1599,drop it like it's hot
1600,stamina
1601,heartbreaker
1602,if had no lootsingle);
1603,gimme the light
1605,singles fromthe bad boy of southern soul
1606,poupée de cire
1607,count down
1608,fall to pieces (single nl);
1609,rounds of blues
1610,indian outlaw dance mix
1611,eternal
1612,the 1st singles box 5:15
1613,my way ussingle
1614,"7colors"
1615,love first sight
1616,ææ
1617,verre oosten
1618,risk
1619,i can't stop loving you
1620,one last time (ep);
1621,toujours là
1622,r. kelly (single);
1623,éè
1624,full moon prayer
1625,äæ
1626,whisper in the wind
1627,it's christmas
1628,secret night ãit's my treatã
1629,alchemist (single);
1630,cruisin
1631,asian paradise (single);
1632,megamix '92
1633,natura - le chakra racine
1634,blues man
1635,what duck done - d1
1636,live at red rocks 2003
1637,katibim
1638,mantra
1639,searching for my love
1640,don't you feel my leg
1641,masters of jazz - art tatum
1642,honeysuckle rose
1643,grandes exitos
1644,dutch jazz giants
1645,when lights are low
1646,as 20 mais de luiz gonzaga
1647,the complete ingsone
1648,blues before sunrise
1649,nowhere to run
1650,the very best of howlin' wolf
1651,eric clapton
1652,psychic power series
1653,sleepy's theme
1654,live vol. ii
1655,the ep collection
1656,last sessions
1657,music for lovers
1658,spring showers (relaxation & meditation with music & nature);
1659,finest hour
1660,satchmo's classic vocals
1661,solo concerts bremen-lausanne
1662,peter green's fleetwood mac
1663,live in korea: solo piano
1665,blues in germany
1666,bird at birdland
1667,ohta-san plays the beatles
1668,my life
1669,platinum collection
1670,"20 best of louis armstrong"
1671,ska cubano
1672,"who's better, who's best"
1674,gold coast live
1675,hula le'a
1678,the last meal
1679,platinum - more gold 1998
1681,piano
1683,the undisputed truth
1684,getawayãgreatest hits ïï
1685,fælledparken
1687,"17 exitos"
1688,the r. in r&b greatest hits
1689,let's get ready
1690,serenade
1691,at his very best
1692,it's not a game
1693,jazz legends
1694,med hjärtats egna ordsingle]
1695,heart attack & vine
1696,mycloud
1697,all my love
1698,air (bonus cd);
1699,the stupid ones
1700,so what the fuss
1701,why didn't you call me cds
1702,someday let's go together
1703,like a rolling stone [single]
1704,listen
1705,otherside
1706,il mio nome è mai più
1707,free your mindsingle);
1708,choppersquad
1709,i wanna love like that
1710,theme fromotheque
1711,standing sex
1712,i'm too sexy
1713,kissin' you cds
1714,aggressive world
1715,cheap trick
1716,the song with no name
1717,good to see you
1718,åå
1719,foreign sand
1720,whippin' piccadilly
1721,last smile
1722,rainbow to the stars (maxi cd);
1723,snappin' the strings
1724,live the funky munky
1725,crabbuckit
1726,"26 palladium new york, ny"
1727,"20 bluegrass favorites"
1728,hergest ridge
1729,guillevic a v e c
1730,reflections of gladys knight & the pips
1731,if you've ever been mistreated
1732,georgia tom dorsey: the essential
1734,from four till late
1735,soul session
1736,hold that tiger
1737,black cat blues
1738,hall of fame - poor butterfly
1739,the rhythm man - 4ever gold
1740,antakarana
1742,mystic dreams
1743,sophisticated lady - the greatest hits i
1744,todos bailan salsa
1745,"19 exitos"
1746,the great ray charles live
1747,classic kathleen battle a portrait
1748,el camino del éxito
1749,standard time
1750,day dreams: best of the duke ellington songbook
1751,die grössten hits
1752,preachin the blues
1753,another level
1755,bad (special edition);
1757,africa & blues
1758,the best part
1759,forever blue
1760,the anthology
1761,boom-boom
1762,bielszy odcien blues'a
1763,mix cd
1764,the chokin' kind
1765,"tomorrow, today"
1766,my funny valentine
1767,onigunsow
1768,"want me, want me"
1769,i started a joke
1770,take me awaysingle]
1771,when the sun comes up
1772,leave me alone
1773,vi får vingar när vi älskar
1774,getting a rudder
1775,to-search
1776,ome jan (single);
1777,my first love
1778,jazzy belle
1779,pas toi
1780,tuck me in
1781,i'm not a fool (single);
1782,tercera comunióno promo
1783,have you ever realy loved a woman
1784,ivory trees
1785,popstars
1786,trash001 double-o-one
1787,get ready
1788,window of hope
1789,glisten
1790,spring '02
1791,made in heaven
1792,out of the blue (single);
1793,on the down low
1794,torokel lady
1795,tell me what you want me to do (single);
1796,beyond the invisible
1797,set your loving free (maxi-cd);
1798,groove tube pt.1&2
1799,beef
1800,oneiric dirges in mono
1801,japan suite
1802,alene
1803,dream maker
1804,vendrfex
1805,portrait fo frank sinatra
1807,jazz to soul
1808,phoenix chinese feng shui music
1809,the shadow - greatest radio adventures
1810,ao vivo 2
1811,the best of john lee hooker
1812,the blues
1813,let's have a ball
1815,the dells
1816,sunny boogie
1817,the very best of dean martin
1818,triple gold
1820,the fred astaire collection
1821,blues & boogie woogie king 193
1822,side dishes
1823,kytarova
1824,i got a strange feeling
1825,"louis armstrong's 50 choruses for cornet 1927, -4"
1826,a change gon' come
1828,unrapped
1829,members of tango passions show
1830,the best of taj mahal
1831,sting it then (live);
1832,whatcha hear is whatcha get
1833,sabs
1835,two steps forward
1836,stardust
1837,romantic collection
1838,jane birkin au bataclan
1839,existos de siempre
1840,fantastic voyage
1841,blues dimension
1842,sas 064 - authentic bulgaria
1843,ben webster with strings
1844,mania coba 3
1845,gangsta lovin
1847,oteka 22
1848,crazy beat
1849,come away with me(uk single);
1850,can't do right for doing wrong (single);
1851,kutdag
1852,were gonna need a bigger boat
1853,leon russell's christmas
1854,gloria
1855,summertime
1856,blues music
1857,single: in kremlin
1858,"1000 oceans"
1859,duo cheb mami et samira said
1860,do it to me
1861,may
1862,d12 world bonus cd
1863,call me today
1864,low rider single
1865,i'm the only one
1866,love song
1867,helions - ][demo-cdr-2][
1868,can't take my eyes off of you
1869,bootleg horns
1870,prisoner of society mcd
1871,"kiss me kiss me, baby"
1873,like a river
1874,eve ãlast night for youã
1875,èé
1876,talk about the blues
1877,mama's foolsingle);
1878,everybody gets a second chance (mcd);
1879,etant donnes (promotion);
1880,virgin cry
1881,hurz
1882,memories
1883,æè
1884,ain'tcha gonna be a jamaican
1885,orbina (single);
1886,could be you
1887,for dave
1888,thank you my girl
1889,white no sugar
1890,namida no parachute
1891,parallel horizontal (single);
1892,if you had my love
1893,garden
1894,bicyclist
1895,there's a million ways to sing the blues (single);
1896,love story [vs finally] [single]
1897,what am i to you
1898,purposeful availment - tussyan ruins
1899,action direct
1900,glistening dew
1901,mandragora
1902,the essentiald2
1903,malvina my sweet woman
1904,the sky is crying
1905,caterina valente in london
1906,speakerboxx
1908,live at the bbc
1909,"all the published sides, : 1929"
1910,let there be love
1911,the bix beiderbecke collection
1912,angel's feather original soundtrack
1913,voiles d'isis
1914,bread
1915,chinese (mandarin);
1916,thai
1917,hello louis
1918,integrale django
1919,his greatest hits vol i
1920,as 20 mais
1921,going back to new orleans
1922,lickin' on goth sides -special edition
1923,autentic rial strit blus
1924,the very best of billy ocean
1925,the stonewall celebration concert
1926,dance superhits
1928,"20 all time greatest hits"
1929,"20 all-time greatest hits"
1930,nitro microphone underground
1931,the series - gospel long play
1932,"other voices, too (a trip back to bountiful);"
1934,best of thomas stelzer
1935,best hits '99
1936,experience hendrix
1938,the very best of buddy guy
1939,blue monk
1941,prelude
1943,greatest hits 2003
1944,sas 070 - authentic albania
1945,misty blue : the best of dorothy moore
1946,scream if you wanna go faster
1947,live on - giant
1948,platonum collection 2001
1949,ö3 greatest hits cd-2
1950,in grand style
1951,live in canada
1952,all times hits
1953,bad as they seem
1954,hate u (single);
1955,hello
1956,keyholder
1957,éç
1958,bjørn berge
1959,orange
1960,demo
1962,turn
1963,what it says (bonus cd. not for sale promotion only);
1964,heading for a fall
1965,tokyo taste
1966,where are yousingle);
1967,monologue
1968,unchained melody - white cliffs of dover
1969,lost in your love
1970,single - one way
1971,sweet sexy thing
1972,superwoman
1973,girls who can read your mind (ep);
1975,who let the dogs out uksingle
1976,fly away (cd-single);
1977,bip bipsingle);
1978,biko
1979,play that funky music
1980,"sweat, heart & brain"
1981,rise
1982,summer of love
1983,grateful days
1984,røde kinder (cd-single);
1986,be careful
1987,justice for true love
1988,an interview with robert cray
1989,fayston 7-2-95
1991,blues at midnight
1992,jazz & blues collection
1993,the gold collection (40 classic performances);
1994,blues with a feeling
1995,sen o warszawie
1996,healing music for reiki 1
1997,mississippi hill country blues
1998,american blues legend
2000,creator's breath
2001,best of jim croce
2002,festas liturg iii-maria: assuncao-aparecida e conceicao
2003,"his best, 1947 to 1955"
2005,good houserockin
2006,the jazz biography
2007,the definitive charley pattontwo);
2008,in chicago
2009,the best of muddy waters 8
2010,mambo mucho mambo
2012,way out in boston
2013,careless love
2014,live at charlies
2015,"live - 19890630 - st louis, moof"
2017,"mejeriet, lund 1992"
2018,who's better who's best
2020,the canadian giant
2021,blues magic
2022,the velvet rope
2023,experience hendrix - the best of jimi hendrix
2024,hiram-a divine collection
2025,back fromcalifornia
2026,dedication-the very best of thin lizzy
2027,move on up : the singles anthology
2028,american folk blues festival '82
2029,nellyville
2030,part time love
2034,i know you got soul
2035,complete studio big band ings
2036,lo mejor de la salsa
2037,style14 sweet's afternoon
2038,htv music history kitaro
2039,the moody blues
2040,king of the beach
2041,limited edition include 2songs
2042,blues on christmas
2043,edition limitée 75ème anniversaire
2044,are you gonna go my way
2045,"boss man, you scare me"
2046,wishlistmaxi
2047,miss
2048,mr. polyglot
